,Unnamed: 1,authority,portrait,year,obj,denomination,material,region,deity,url,fname,years_bins,code
108,34581,Antoninus Pius,Antoninus Pius,144.0,Coin,Drachm,Bronze,Egypt,Ares,http://numismatics.org/collectionimages/19001949/1944/1944.100.61435.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590972428.5172627.jpg,101-150,0
109,6368,Antoninus Pius,Antoninus Pius,159.0,Coin,Denarius,Silver,Italy,Salus,http://numismatics.org/collectionimages/19001949/1944/1944.100.48180.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590964759.7925828.jpg,151-200,0
110,42023,Antoninus Pius,Antoninus Pius,145.0,Coin,Sestertius,Bronze,Italy,,http://numismatics.org/collectionimages/19501999/1995/1995.11.414.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974452.8618743.jpg,101-150,0
111,6403,Antoninus Pius,Antoninus Pius,140.0,Coin,Sestertius,Bronze,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.48223.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590964770.409872.jpg,101-150,0
112,41982,Antoninus Pius,Antoninus Pius,140.0,Coin,As,Bronze,Italy,Genius,http://numismatics.org/collectionimages/19501999/1995/1995.11.370.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974442.282345.jpg,101-150,0
113,4457,Marcus Aurelius,Antoninus Pius,161.0,Coin,Denarius,Silver,Italy,,http://numismatics.org/collectionimages/19001949/1948/1948.19.1348.obv.width175.jpg,../img/Marcus Aurelius_Antoninus_1590964250.2206006.jpg,151-200,0
114,21399,Antoninus Pius,Antoninus Pius,145.0,Coin,Sestertius,Bronze,Italy,,http://numismatics.org/collectionimages/19501999/1984/1984.176.28.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590968835.4473925.jpg,101-150,0
115,40937,Antoninus Pius,Antoninus Pius,140.0,Coin,Denarius,Silver,Italy,Italia,http://numismatics.org/collectionimages/19501999/1956/1956.127.369.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974157.8083723.jpg,101-150,0
116,6506,Antoninus Pius,Antoninus Pius,143.0,Coin,Sestertius,Bronze,Italy,Victory,http://numismatics.org/collectionimages/19001949/1944/1944.100.48239.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590964796.5184238.jpg,101-150,0
117,42022,Antoninus Pius,Antoninus Pius,148.0,Coin,Sestertius,Bronze,Italy,Annona,http://numismatics.org/collectionimages/19501999/1995/1995.11.413.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974452.623831.jpg,101-150,0
118,41053,Antoninus Pius,Antoninus Pius,158.0,Coin,Denarius,Silver,Italy,,http://numismatics.org/collectionimages/19501999/1956/1956.127.486.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974189.7407024.jpg,151-200,0
119,16631,Antoninus Pius,Antoninus Pius,154.0,Coin,Sestertius,Bronze,Italy,Libertas,http://numismatics.org/collectionimages/19501999/1988/1988.5.40.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590967536.670696.jpg,151-200,0
120,35753,Hadrian,Antoninus Pius,148.0,Coin,Aureus,Gold,Italy,Pietas,http://numismatics.org/collectionimages/19501999/1972/1972.62.1.obv.width175.jpg,../img/Hadrian_Antoninus Pius_1590972738.0685995.jpg,101-150,0
121,22201,Antoninus Pius,Antoninus Pius,158.0,Coin,As,Bronze,Italy,,http://numismatics.org/collectionimages/19001949/1906/1906.236.367.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590969051.5694072.jpg,151-200,0
122,39690,Antoninus Pius,Antoninus Pius,150.0,Coin,Denarius,Silver,Italy,Pax,http://numismatics.org/collectionimages/19501999/1956/1956.127.1867.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590973822.1191318.jpg,101-150,0
123,41005,Antoninus Pius,Antoninus Pius,156.0,Coin,Denarius,Silver,Italy,Salus,http://numismatics.org/collectionimages/19501999/1956/1956.127.472.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974177.3826935.jpg,151-200,0
124,6424,Antoninus Pius,Antoninus Pius,150.0,Coin,As,Bronze,Italy,Annona,http://numismatics.org/collectionimages/19001949/1944/1944.100.48281.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590964775.6876538.jpg,101-150,0
125,22900,Antoninus Pius,Antoninus Pius,159.0,Coin,Denarius,Silver,Italy,Pax,http://numismatics.org/collectionimages/19001949/1905/1905.57.383.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590969239.8779294.jpg,151-200,0
126,6370,Hadrian,Antoninus Pius,148.0,Coin,Sestertius,Bronze,Italy,Pietas,http://numismatics.org/collectionimages/19001949/1944/1944.100.48193.obv.width175.jpg,../img/Hadrian_Antoninus Pius_1590964760.2675712.jpg,101-150,0
127,43498,Antoninus Pius,Antoninus Pius,144.0,Coin,Drachm,Bronze,Egypt,Venus,http://numismatics.org/collectionimages/19001949/1944/1944.100.60338.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974851.2975261.jpg,101-150,0
128,4825,Antoninus Pius,Antoninus Pius,143.0,Coin,As,Bronze,Italy,,http://numismatics.org/collectionimages/19001949/1946/1946.7.16.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590964349.9808002.jpg,101-150,0
129,40928,Antoninus Pius,Antoninus Pius,140.0,Coin,Denarius,Silver,Italy,Aequitas,http://numismatics.org/collectionimages/19501999/1956/1956.127.358.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974155.60501.jpg,101-150,0
130,35756,Antoninus Pius,Antoninus Pius,153.0,Coin,Aureus,Gold,Italy,,http://numismatics.org/collectionimages/19501999/1972/1972.62.12.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590972738.779781.jpg,151-200,0
131,34733,Antoninus Pius,Antoninus Pius,149.0,Coin,Tetradrachm,Billon,Egypt,Eirene,http://numismatics.org/collectionimages/19001949/1944/1944.100.58817.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590972467.0174353.jpg,101-150,0
132,43516,Antoninus Pius,Antoninus Pius,144.0,Coin,Drachm,Bronze,Egypt,Saturn,http://numismatics.org/collectionimages/19001949/1944/1944.100.60357.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974855.8080761.jpg,101-150,0
133,22197,Antoninus Pius,Antoninus Pius,157.0,Coin,Sestertius,Bronze,Italy,Annona,http://numismatics.org/collectionimages/19001949/1906/1906.236.363.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590969050.2551296.jpg,151-200,0
134,6373,Antoninus Pius,Antoninus Pius,148.0,Coin,Sestertius,Bronze,Italy,Fides,http://numismatics.org/collectionimages/19001949/1944/1944.100.48196.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590964760.9632847.jpg,101-150,0
135,12453,Antoninus Pius,Antoninus Pius,141.0,Coin,Drachm,Bronze,Egypt,Cybele,http://numismatics.org/collectionimages/19001949/1944/1944.100.60988.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590966400.7366922.jpg,101-150,0
136,30179,Antoninus Pius,Antoninus Pius,159.0,Coin,Sestertius,Bronze,Italy,Pietas,http://numismatics.org/collectionimages/19001949/1920/1920.102.36.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590971223.5712137.jpg,151-200,0
137,16231,Antoninus Pius,Antoninus Pius,145.0,Coin,Denarius,Silver,Italy,,http://numismatics.org/collectionimages/19001949/1948/1948.19.1255.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590967430.4564154.jpg,101-150,0
138,23752,Antoninus Pius,Antoninus Pius,145.0,Coin,Sestertius,Bronze,Italy,,http://numismatics.org/collectionimages/19501999/1967/1967.153.153.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590969466.7782762.jpg,101-150,0
139,39692,Antoninus Pius,Antoninus Pius,151.0,Coin,Denarius,Silver,Italy,Annona,http://numismatics.org/collectionimages/19501999/1956/1956.127.1870.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590973822.596971.jpg,151-200,0
140,43548,Antoninus Pius,Antoninus Pius,146.0,Coin,Diobol,Bronze,Egypt,,http://numismatics.org/collectionimages/19001949/1944/1944.100.60488.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974863.9615903.jpg,101-150,0
141,40952,Antoninus Pius,Antoninus Pius,145.0,Coin,Denarius,Silver,Italy,Virtus,http://numismatics.org/collectionimages/19501999/1956/1956.127.397.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974161.8604383.jpg,101-150,0
142,43504,Antoninus Pius,Antoninus Pius,144.0,Coin,Drachm,Bronze,Egypt,Sol,http://numismatics.org/collectionimages/19001949/1944/1944.100.60345.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974853.1224866.jpg,101-150,0
143,22926,Antoninus Pius,Antoninus Pius,140.0,Coin,Sestertius,Bronze,Italy,Juno,http://numismatics.org/collectionimages/19501999/1952/1952.41.1.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590969246.6037066.jpg,101-150,0
144,41000,Antoninus Pius,Antoninus Pius,155.0,Coin,Denarius,Silver,Italy,Fortuna,http://numismatics.org/collectionimages/19501999/1956/1956.127.468.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974176.2054772.jpg,151-200,0
145,20019,Antoninus Pius,Antoninus Pius,155.0,Coin,Denarius,Silver,Italy,Annona,http://numismatics.org/collectionimages/19501999/1985/1985.140.123.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590968459.0971727.jpg,151-200,0
146,43070,Antoninus Pius,Antoninus Pius,158.0,Coin,Tetradrachm,Billon,Egypt,Nilus,http://numismatics.org/collectionimages/19501999/1974/1974.26.3634.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974735.3704.jpg,151-200,0
147,40976,Antoninus Pius,Antoninus Pius,151.0,Coin,Denarius,Silver,Italy,Annona,http://numismatics.org/collectionimages/19501999/1956/1956.127.438.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974168.089668.jpg,151-200,0
148,39698,Antoninus Pius,Antoninus Pius,156.0,Coin,Denarius,Silver,Italy,Ceres,http://numismatics.org/collectionimages/19501999/1956/1956.127.1881.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590973824.0428936.jpg,151-200,0
149,40828,Antoninus Pius,Antoninus Pius,148.0,Coin,Denarius,Silver,Italy,Fortuna,http://numismatics.org/collectionimages/19501999/1956/1956.127.417.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974129.2560499.jpg,101-150,0
150,12394,Antoninus Pius,Antoninus Pius,156.0,Coin,Drachm,Bronze,Egypt,Nilus,http://numismatics.org/collectionimages/19001949/1944/1944.100.60852.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590966385.9458742.jpg,151-200,0
151,24185,Antoninus Pius,Antoninus Pius,145.0,Coin,Aureus,Gold,Italy,Roma,http://numismatics.org/collectionimages/19501999/1969/1969.26.1.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590969583.6531792.jpg,101-150,0
152,21398,Antoninus Pius,Antoninus Pius,145.0,Coin,Sestertius,Bronze,Italy,,http://numismatics.org/collectionimages/19501999/1984/1984.176.27.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590968835.205877.jpg,101-150,0
153,22191,Antoninus Pius,Antoninus Pius,155.0,Coin,Dupondius,Bronze,Italy,Fides,http://numismatics.org/collectionimages/19001949/1906/1906.236.358.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590969048.7913573.jpg,151-200,0
154,39671,Antoninus Pius,Antoninus Pius,140.0,Coin,Denarius,Silver,Italy,Aequitas,http://numismatics.org/collectionimages/19501999/1956/1956.127.1826.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590973817.1117175.jpg,101-150,0
155,41720,Antoninus Pius,Antoninus Pius,156.0,Coin,Sestertius,Bronze,Italy,Annona,http://numismatics.org/collectionimages/19501999/1995/1995.11.173.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974370.455949.jpg,151-200,0
156,19742,Antoninus Pius,Antoninus Pius,153.0,Coin,Denarius,Silver,Italy,Annona,http://numismatics.org/collectionimages/19001949/1911/1911.23.224.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590968369.0048761.jpg,151-200,0
157,40980,Antoninus Pius,Antoninus Pius,152.0,Coin,Denarius,Silver,Italy,Annona,http://numismatics.org/collectionimages/19501999/1956/1956.127.444.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974171.005423.jpg,151-200,0
158,43058,Antoninus Pius,Antoninus Pius,141.0,Coin,Drachm,Bronze,Egypt,Isis,http://numismatics.org/collectionimages/19501999/1973/1973.56.800.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974732.2516372.jpg,101-150,0
159,17813,Antoninus Pius,Antoninus Pius,153.0,Coin,Aureus,Gold,Italy,,http://numismatics.org/collectionimages/19501999/1957/1957.172.1709.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590967853.4200401.jpg,151-200,0
160,17817,Antoninus Pius,Antoninus Pius,140.0,Coin,Sestertius,Bronze,Italy,,http://numismatics.org/collectionimages/19501999/1957/1957.172.1716.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590967854.359021.jpg,101-150,0
161,22205,Antoninus Pius,Antoninus Pius,140.0,Coin,Sestertius,Bronze,Italy,Annona,http://numismatics.org/collectionimages/19001949/1906/1906.236.370.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590969052.502782.jpg,101-150,0
162,43569,Antoninus Pius,Antoninus Pius,138.0,Coin,Drachm,Bronze,Egypt,Nike,http://numismatics.org/collectionimages/19001949/1944/1944.100.60080.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974869.063144.jpg,101-150,0
163,40987,Antoninus Pius,Antoninus Pius,153.0,Coin,Denarius,Silver,Italy,Annona,http://numismatics.org/collectionimages/19501999/1956/1956.127.456.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974172.6721032.jpg,151-200,0
164,34516,Antoninus Pius,Antoninus Pius,141.0,Coin,Tetradrachm,Billon,Egypt,Artemis,http://numismatics.org/collectionimages/19001949/1944/1944.100.58628.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590972410.194436.jpg,101-150,0
165,40819,Antoninus Pius,Antoninus Pius,147.0,Coin,Denarius,Silver,Italy,Fortuna,http://numismatics.org/collectionimages/19501999/1956/1956.127.401.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974126.6291173.jpg,101-150,0
166,40816,Antoninus Pius,Antoninus Pius,145.0,Coin,Denarius,Silver,Italy,,http://numismatics.org/collectionimages/19501999/1956/1956.127.394.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974125.8524325.jpg,101-150,0
167,41066,Antoninus Pius,Antoninus Pius,160.0,Coin,Denarius,Silver,Italy,Liberalitas,http://numismatics.org/collectionimages/19501999/1956/1956.127.498.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974193.3174093.jpg,151-200,0
168,43887,Antoninus Pius,Antoninus Pius,145.0,Coin,Denarius,Silver,Italy,,http://numismatics.org/collectionimages/19501999/1956/1956.127.1843.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974955.6242201.jpg,101-150,0
169,6326,Antoninus Pius,Antoninus Pius,145.0,Coin,Denarius,Silver,Italy,Aequitas,http://numismatics.org/collectionimages/19001949/1944/1944.100.48137.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590964749.211022.jpg,101-150,0
170,6404,Antoninus Pius,Antoninus Pius,140.0,Coin,Sestertius,Bronze,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.48224.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590964770.6424866.jpg,101-150,0
171,41048,Antoninus Pius,Antoninus Pius,158.0,Coin,Denarius,Silver,Italy,,http://numismatics.org/collectionimages/19501999/1956/1956.127.481.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974188.5552742.jpg,151-200,0
172,19703,Antoninus Pius,Antoninus Pius,140.0,Coin,Denarius,Silver,Italy,Genius,http://numismatics.org/collectionimages/19001949/1911/1911.23.189.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590968358.8150873.jpg,101-150,0
173,43604,Antoninus Pius,Antoninus Pius,140.0,Coin,Drachm,Bronze,Egypt,Zeus,http://numismatics.org/collectionimages/19001949/1944/1944.100.60174.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974879.4664717.jpg,101-150,0
174,40849,Antoninus Pius,Antoninus Pius,153.0,Coin,Denarius,Silver,Italy,Vesta,http://numismatics.org/collectionimages/19501999/1956/1956.127.451.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974134.954334.jpg,151-200,0
175,6331,Antoninus Pius,Antoninus Pius,145.0,Coin,Denarius,Silver,Italy,,http://numismatics.org/collectionimages/19001949/1944/1944.100.48142.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590964750.3808558.jpg,101-150,0
176,43079,Antoninus Pius,Antoninus Pius,146.0,Coin,Drachm,Bronze,Egypt,Heracles,http://numismatics.org/collectionimages/19501999/1974/1974.26.3679.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974737.4943113.jpg,101-150,0
177,43081,Antoninus Pius,Antoninus Pius,144.0,Coin,Drachm,Bronze,Egypt,,http://numismatics.org/collectionimages/19501999/1977/1977.274.14.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974738.4068642.jpg,101-150,0
178,35829,Antoninus Pius,Antoninus Pius,157.0,Coin,Denarius,Silver,Italy,,http://numismatics.org/collectionimages/19501999/1996/1996.4.6.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590972759.3631618.jpg,151-200,0
179,19721,Antoninus Pius,Antoninus Pius,147.0,Coin,Denarius,Silver,Italy,,http://numismatics.org/collectionimages/19001949/1911/1911.23.205.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590968363.5529132.jpg,101-150,0
180,43547,Antoninus Pius,Antoninus Pius,146.0,Coin,Drachm,Bronze,Egypt,Zeus,http://numismatics.org/collectionimages/19001949/1944/1944.100.60480.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974863.7411644.jpg,101-150,0
181,42037,Antoninus Pius,Antoninus Pius,145.0,Coin,As,Bronze,Italy,,http://numismatics.org/collectionimages/19501999/1995/1995.11.428.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974456.1400058.jpg,101-150,0
182,42016,Antoninus Pius,Antoninus Pius,140.0,Coin,Sestertius,Bronze,Italy,,http://numismatics.org/collectionimages/19501999/1995/1995.11.407.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974450.7585664.jpg,101-150,0
183,42021,Antoninus Pius,Antoninus Pius,147.0,Coin,Sestertius,Bronze,Italy,Annona,http://numismatics.org/collectionimages/19501999/1995/1995.11.412.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974452.3901596.jpg,101-150,0
184,34749,Antoninus Pius,Antoninus Pius,153.0,Coin,Tetradrachm,Billon,Egypt,Homonoia,http://numismatics.org/collectionimages/19001949/1944/1944.100.58879.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590972471.125951.jpg,151-200,0
185,25171,Antoninus Pius,Antoninus Pius,148.0,Coin,Quadrans,Bronze,Italy,,http://numismatics.org/collectionimages/19501999/1955/1955.18.10.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590969867.570621.jpg,101-150,0
186,36097,Antoninus Pius,Antoninus Pius,158.0,Coin,Denarius,Silver,Italy,,http://numismatics.org/collectionimages/19001949/1941/1941.131.825.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590972832.1483238.jpg,151-200,0
187,40818,Antoninus Pius,Antoninus Pius,145.0,Coin,Denarius,Silver,Italy,Liberalitas,http://numismatics.org/collectionimages/19501999/1956/1956.127.400.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974126.3273666.jpg,101-150,0
188,16230,Antoninus Pius,Antoninus Pius,145.0,Coin,Denarius,Silver,Italy,,http://numismatics.org/collectionimages/19001949/1948/1948.19.1254.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590967430.2137752.jpg,101-150,0
189,40114,Antoninus Pius,Antoninus Pius,148.0,Coin,Drachm,Bronze,Egypt,Serapis,http://numismatics.org/collectionimages/19001949/1944/1944.100.60590.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590973934.7781572.jpg,101-150,0
190,43059,Antoninus Pius,Antoninus Pius,141.0,Coin,Drachm,Bronze,Egypt,,http://numismatics.org/collectionimages/19501999/1973/1973.56.802.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974732.4807.jpg,101-150,0
191,40999,Antoninus Pius,Antoninus Pius,155.0,Coin,Denarius,Silver,Italy,Fortuna,http://numismatics.org/collectionimages/19501999/1956/1956.127.467.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974175.5125296.jpg,151-200,0
192,40997,Antoninus Pius,Antoninus Pius,155.0,Coin,Denarius,Silver,Italy,Annona,http://numismatics.org/collectionimages/19501999/1956/1956.127.465.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974175.0358531.jpg,151-200,0
193,43073,Antoninus Pius,Antoninus Pius,141.0,Coin,Drachm,Bronze,Egypt,Heracles,http://numismatics.org/collectionimages/19501999/1974/1974.26.3658.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590974736.1591103.jpg,101-150,0
194,22621,Antoninus Pius,Antoninus Pius,140.0,Coin,Dupondius,Bronze,Italy,Annona,http://numismatics.org/collectionimages/19501999/1954/1954.18.167.obv.width175.jpg,../img/Antoninus Pius_Antoninus Pius_1590969165.1923938.jpg,101-150,0
